census_year,clue_small_area,clue_industry,total_establishments
2002,Kensington,"Transport, Postal and Storage",1
2002,Melbourne (CBD),Admin and Support Services,78
2002,Melbourne (CBD),Finance and Insurance,39
2002,Melbourne (CBD),Real Estate Services,105
2002,Melbourne (CBD),Wholesale Trade,10
2002,Melbourne (Remainder),Manufacturing,1
2002,Melbourne (Remainder),Other Services,2
2002,North Melbourne,Arts and Recreation Services,8
2002,North Melbourne,Education and Training,8
2002,North Melbourne,Finance and Insurance,21
2002,North Melbourne,Public Administration and Safety,2
2002,North Melbourne,Retail Trade,87
2002,Parkville,Food and Beverage Services,23
2002,Parkville,Arts and Recreation Services,1
2002,Parkville,Arts and Recreation Services,8
2002,Parkville,Finance and Insurance,4
2002,Parkville,Health Care and Social Assistance,4
2002,Parkville,Manufacturing,1
2002,Port Melbourne,Arts and Recreation Services,3
2002,Port Melbourne,Information Media,1
2002,Port Melbourne,Public Administration and Safety,1
2002,Port Melbourne,"Transport, Postal and Storage",7
2002,South Yarra,Information Media,1
2002,South Yarra,Retail Trade,10
2002,Southbank,Food Catering Services,3
2002,Southbank,Admin and Support Services,12
2002,Southbank,Education and Training,5
2002,Southbank,Other Services,2
2002,Southbank,Other Services,8
2002,Southbank,"Transport, Postal and Storage",11
2002,West Melbourne (Residential),Arts and Recreation Services,7
2002,West Melbourne (Residential),Health Care and Social Assistance,4
2002,West Melbourne (Residential),Manufacturing,1
2002,West Melbourne (Residential),Other Services,55
2023,City of Melbourne (total),Construction,216
2023,City of Melbourne (total),Finance and Insurance,462
2023,City of Melbourne (total),Information Media,17
2023,City of Melbourne (total),Manufacturing,13
2023,City of Melbourne (total),Other Services,118
2023,City of Melbourne (total),Rental and Hiring Services,39
2022,City of Melbourne (total),Admin and Support Services,5
2022,City of Melbourne (total),Agriculture and Mining,8
2022,City of Melbourne (total),Education and Training,331
2022,City of Melbourne (total),Public Administration and Safety,86
2022,City of Melbourne (total),Rental and Hiring Services,3
2022,City of Melbourne (total),Retail Trade,1626
2022,City of Melbourne (total),Wholesale Trade,6
2021,City of Melbourne (total),Education and Training,22
2021,City of Melbourne (total),Information Media,102
2021,City of Melbourne (total),Manufacturing,6
2021,City of Melbourne (total),Real Estate Services,12
2021,City of Melbourne (total),Wholesale Trade,7
2020,City of Melbourne (total),Construction,228
2020,City of Melbourne (total),Information Media,114
2020,City of Melbourne (total),Manufacturing,57
2020,City of Melbourne (total),Public Administration and Safety,99
2020,City of Melbourne (total),"Transport, Postal and Storage",45
2019,City of Melbourne (total),Education and Training,241
2019,City of Melbourne (total),Retail Trade,23
2018,City of Melbourne (total),Food and Beverage Services,2405
2018,City of Melbourne (total),Health Care and Social Assistance,15
2018,City of Melbourne (total),Health Care and Social Assistance,22
2018,City of Melbourne (total),Retail Trade,5
2018,City of Melbourne (total),"Transport, Postal and Storage",196
2018,City of Melbourne (total),Wholesale Trade,6
2017,City of Melbourne (total),Food and Beverage Services,348
2017,City of Melbourne (total),Finance and Insurance,4
2017,City of Melbourne (total),Agriculture and Mining,4
2017,City of Melbourne (total),Rental and Hiring Services,55
2016,City of Melbourne (total),Food Catering Services,50
2016,City of Melbourne (total),"Transport, Postal and Storage",20
2015,City of Melbourne (total),Manufacturing,72
2015,City of Melbourne (total),Agriculture and Mining,37
2015,City of Melbourne (total),Real Estate Services,1
2014,City of Melbourne (total),Food Catering Services,10
2014,City of Melbourne (total),Admin and Support Services,18
2014,City of Melbourne (total),Information Media,18
2014,City of Melbourne (total),Other Services,7
2014,City of Melbourne (total),Rental and Hiring Services,60
2013,City of Melbourne (total),Admin and Support Services,7
2013,City of Melbourne (total),Information Media,188
2013,City of Melbourne (total),Information Media,30
2013,City of Melbourne (total),Manufacturing,471
2013,City of Melbourne (total),Agriculture and Mining,9
2013,City of Melbourne (total),Retail Trade,98
2013,City of Melbourne (total),"Transport, Postal and Storage",50
2012,City of Melbourne (total),Admin and Support Services,561
2012,City of Melbourne (total),Arts and Recreation Services,260
2012,City of Melbourne (total),Agriculture and Mining,46
2012,City of Melbourne (total),Agriculture and Mining,4
2012,City of Melbourne (total),Wholesale Trade,500
2011,City of Melbourne (total),Admin and Support Services,11
2011,City of Melbourne (total),Admin and Support Services,131
2011,City of Melbourne (total),Education and Training,24
2011,City of Melbourne (total),"Electricity, Gas, Water",19
2011,City of Melbourne (total),Health Care and Social Assistance,101
2011,City of Melbourne (total),Business Services,462
2010,City of Melbourne (total),Food Catering Services,141
2010,City of Melbourne (total),Education and Training,170
2010,City of Melbourne (total),Manufacturing,3
2010,City of Melbourne (total),Other Services,4
2010,City of Melbourne (total),Rental and Hiring Services,68
2010,City of Melbourne (total),Wholesale Trade,517
2009,City of Melbourne (total),Agriculture and Mining,8
2009,City of Melbourne (total),Public Administration and Safety,116
2008,City of Melbourne (total),Construction,182
2008,City of Melbourne (total),Finance and Insurance,699
2008,City of Melbourne (total),Information Media,32
2008,City of Melbourne (total),Rental and Hiring Services,1
2008,City of Melbourne (total),Rental and Hiring Services,3
2007,City of Melbourne (total),Food Catering Services,8
2007,City of Melbourne (total),Construction,2
2007,City of Melbourne (total),Information Media,27
2006,City of Melbourne (total),Admin and Support Services,119
2006,City of Melbourne (total),Construction,2
2006,City of Melbourne (total),Manufacturing,4
2006,City of Melbourne (total),Wholesale Trade,523
2005,City of Melbourne (total),Food and Beverage Services,11
2005,City of Melbourne (total),Other Services,100
2005,City of Melbourne (total),Other Services,993
2005,City of Melbourne (total),Real Estate Services,7
2005,City of Melbourne (total),"Transport, Postal and Storage",215
2004,City of Melbourne (total),Food Catering Services,68
2004,City of Melbourne (total),Agriculture and Mining,4
2004,City of Melbourne (total),Construction,115
2004,City of Melbourne (total),Construction,33
2004,City of Melbourne (total),Education and Training,88
2004,City of Melbourne (total),Finance and Insurance,4
2004,City of Melbourne (total),Finance and Insurance,515
2004,City of Melbourne (total),Health Care and Social Assistance,632
2004,City of Melbourne (total),Other Services,974
2003,City of Melbourne (total),Food and Beverage Services,4
2003,City of Melbourne (total),Admin and Support Services,6
2003,City of Melbourne (total),Manufacturing,57
2003,City of Melbourne (total),Agriculture and Mining,32
2003,City of Melbourne (total),Other Services,5
2003,City of Melbourne (total),Business Services,341
2003,City of Melbourne (total),Business Services,42
2003,City of Melbourne (total),Wholesale Trade,71
2002,City of Melbourne (total),Agriculture and Mining,4
2002,City of Melbourne (total),Arts and Recreation Services,57
2002,City of Melbourne (total),Education and Training,181
2002,City of Melbourne (total),Health Care and Social Assistance,6
2002,City of Melbourne (total),Information Media,27
2002,City of Melbourne (total),Other Services,82
2002,City of Melbourne (total),Retail Trade,1695
2002,City of Melbourne (total),Retail Trade,9
2002,City of Melbourne (total),Wholesale Trade,7
2008,West Melbourne (Industrial),Wholesale Trade,216
2008,West Melbourne (Residential),Food and Beverage Services,45
2008,West Melbourne (Residential),Other Services,4
2008,West Melbourne (Residential),Retail Trade,48
2007,Carlton,Food Catering Services,6
2007,Carlton,Food Catering Services,8
2007,Carlton,Food Catering Services,23
2007,Carlton,Construction,3
2007,Carlton,Health Care and Social Assistance,17
2007,Carlton,"Transport, Postal and Storage",1
2007,Docklands,Admin and Support Services,16
2007,Docklands,Finance and Insurance,1
2007,Docklands,Retail Trade,153
2007,East Melbourne,Food and Beverage Services,2
2007,East Melbourne,Health Care and Social Assistance,13
2007,East Melbourne,Information Media,1
2007,East Melbourne,Retail Trade,1
2007,East Melbourne,"Transport, Postal and Storage",1
2007,Kensington,Arts and Recreation Services,41
2007,Kensington,Manufacturing,14
2007,Kensington,Other Services,1
2007,Kensington,Other Services,12
2007,Kensington,Retail Trade,11
2007,Kensington,Wholesale Trade,1
2007,Melbourne (CBD),Food and Beverage Services,142
2007,Melbourne (CBD),Food Catering Services,3
2007,Melbourne (CBD),Admin and Support Services,2
2007,Melbourne (CBD),Admin and Support Services,444
2007,Melbourne (CBD),Finance and Insurance,9
2007,Melbourne (CBD),Public Administration and Safety,71
2007,Melbourne (CBD),Retail Trade,15
2007,Melbourne (Remainder),Finance and Insurance,25
2007,Melbourne (Remainder),Health Care and Social Assistance,2
2007,Melbourne (Remainder),Health Care and Social Assistance,3
2007,Melbourne (Remainder),Public Administration and Safety,5
2007,Melbourne (Remainder),Wholesale Trade,2
2007,North Melbourne,Arts and Recreation Services,13
2007,North Melbourne,Arts and Recreation Services,29
2007,North Melbourne,Construction,28
2007,North Melbourne,Other Services,7
2007,North Melbourne,Public Administration and Safety,3
2007,Parkville,Agriculture and Mining,1
2007,Parkville,Information Media,1
2007,Parkville,Other Services,19
2007,Parkville,Public Administration and Safety,1
2007,Parkville,Real Estate Services,1
2007,Port Melbourne,Manufacturing,7
2007,Port Melbourne,Other Services,6
2007,South Yarra,Arts and Recreation Services,5
2007,South Yarra,Public Administration and Safety,1
2007,Southbank,Food Catering Services,2
2007,Southbank,Agriculture and Mining,3
2007,Southbank,Construction,8
2007,Southbank,Education and Training,2
2007,Southbank,Health Care and Social Assistance,1
2007,Southbank,Manufacturing,3
2007,Southbank,"Transport, Postal and Storage",7
2007,West Melbourne (Industrial),Retail Trade,7
2007,West Melbourne (Industrial),"Transport, Postal and Storage",19
2007,West Melbourne (Industrial),Wholesale Trade,1
2007,West Melbourne (Residential),Construction,3
2007,West Melbourne (Residential),Information Media,14
2007,West Melbourne (Residential),Other Services,6
2007,West Melbourne (Residential),Other Services,4
2007,West Melbourne (Residential),Business Services,76
2007,West Melbourne (Residential),Public Administration and Safety,1
2007,West Melbourne (Residential),"Transport, Postal and Storage",1
2006,Carlton,Food Catering Services,5
2006,Carlton,Arts and Recreation Services,17
2006,Carlton,Education and Training,6
2006,Carlton,Health Care and Social Assistance,12
2006,Carlton,Information Media,8
2006,Carlton,Manufacturing,31
2006,Carlton,Business Services,12
2006,Carlton,Retail Trade,155
2006,Docklands,Arts and Recreation Services,3
2006,Docklands,Construction,6
2006,Docklands,Finance and Insurance,3
2006,Docklands,Information Media,2
2006,Docklands,Business Services,34
2006,Docklands,Real Estate Services,12
2006,Docklands,Wholesale Trade,1
2006,Docklands,Wholesale Trade,2
2006,East Melbourne,Food Catering Services,2
2006,East Melbourne,Arts and Recreation Services,1
2006,East Melbourne,Arts and Recreation Services,7
2006,East Melbourne,Other Services,6
2006,Kensington,Food Catering Services,1
2006,Kensington,Construction,3
2006,Kensington,Finance and Insurance,2
2006,Kensington,Other Services,1
2006,Melbourne (CBD),Food and Beverage Services,6
2006,Melbourne (CBD),Business Services,11
2006,Melbourne (CBD),Rental and Hiring Services,18
2006,Melbourne (Remainder),Information Media,6
2006,Melbourne (Remainder),Business Services,28
2006,Melbourne (Remainder),Retail Trade,1
2006,Melbourne (Remainder),"Transport, Postal and Storage",1
2006,North Melbourne,Arts and Recreation Services,12
2006,North Melbourne,Education and Training,4
2006,North Melbourne,Finance and Insurance,2
2006,North Melbourne,Real Estate Services,10
2006,North Melbourne,Wholesale Trade,2
2006,Parkville,Arts and Recreation Services,2
2006,Parkville,Arts and Recreation Services,14
2006,Parkville,Business Services,7
2006,Parkville,"Transport, Postal and Storage",1
2006,Port Melbourne,Arts and Recreation Services,2
2006,Port Melbourne,"Electricity, Gas, Water",6
2006,Port Melbourne,Information Media,1
2006,Port Melbourne,Information Media,1
2006,Port Melbourne,Business Services,41
2006,Port Melbourne,"Transport, Postal and Storage",12
2006,Port Melbourne,"Transport, Postal and Storage",19
2006,Port Melbourne,Wholesale Trade,35
2006,South Yarra,Admin and Support Services,1
2006,South Yarra,Information Media,1
2006,Southbank,Food Catering Services,2
2006,Southbank,"Electricity, Gas, Water",1
2006,Southbank,"Electricity, Gas, Water",1
2006,Southbank,Finance and Insurance,18
2006,Southbank,Health Care and Social Assistance,1
2006,West Melbourne (Industrial),Arts and Recreation Services,3
2006,West Melbourne (Industrial),Manufacturing,7
2006,West Melbourne (Industrial),Manufacturing,11
2006,West Melbourne (Industrial),Other Services,5
2006,West Melbourne (Industrial),Rental and Hiring Services,15
2006,West Melbourne (Industrial),Retail Trade,7
2006,West Melbourne (Industrial),"Transport, Postal and Storage",31
2006,West Melbourne (Residential),Food Catering Services,1
2006,West Melbourne (Residential),Construction,8
2006,West Melbourne (Residential),Education and Training,4
2006,West Melbourne (Residential),Rental and Hiring Services,4
2005,Carlton,Food Catering Services,17
2005,Carlton,Arts and Recreation Services,4
2005,Carlton,Arts and Recreation Services,15
2005,Carlton,Other Services,2
2005,Carlton,Business Services,12
2005,Docklands,Food and Beverage Services,1
2005,Docklands,Business Services,3
2005,Docklands,Rental and Hiring Services,1
2005,Docklands,"Transport, Postal and Storage",1
2005,East Melbourne,Food Catering Services,16
2005,East Melbourne,Education and Training,10
2005,East Melbourne,Finance and Insurance,1
2005,East Melbourne,Health Care and Social Assistance,151
2005,East Melbourne,Manufacturing,1
2005,East Melbourne,Other Services,36
2005,East Melbourne,Wholesale Trade,2
